day,cashback
2022-01-01 00:00:00,9495.861666666666
2022-01-02 00:00:00,6656.15857142857
2022-01-03 00:00:00,8319.253
2022-01-04 00:00:00,5552.069285714286
2022-01-05 00:00:00,6426.7733333333335
2022-01-06 00:00:00,7331.791
2022-01-07 00:00:00,11037.828333333333
2022-01-08 00:00:00,5782.079230769231
2022-01-09 00:00:00,7878.76857142857
2022-01-10 00:00:00,7042.44
2022-01-11 00:00:00,7478.866666666668
2022-01-12 00:00:00,5879.156428571429
2022-01-13 00:00:00,7338.346923076922
2022-01-14 00:00:00,6091.610000000001
2022-01-15 00:00:00,3251.4341666666664
2022-01-16 00:00:00,7320.29
2022-01-17 00:00:00,5268.666666666667
2022-01-18 00:00:00,6135.351111111111
2022-01-19 00:00:00,3839.8111111111107
2022-01-20 00:00:00,3867.2872727272716
2022-01-21 00:00:00,3190.33
2022-01-22 00:00:00,4391.405833333333
2022-01-23 00:00:00,4863.700000000001
2022-01-24 00:00:00,4418.474
2022-01-25 00:00:00,4434.1275
2022-01-26 00:00:00,3531.685
2022-01-27 00:00:00,5625.366666666666
2022-01-28 00:00:00,5385.342
2022-01-29 00:00:00,8155.616999999998
2022-01-30 00:00:00,7735.477000000001
2022-01-31 00:00:00,10227.998333333331
2022-02-01 00:00:00,1031.2888888888888
2022-02-02 00:00:00,539.6444444444444
2022-02-03 00:00:00,694.1614285714286
2022-02-04 00:00:00,634.8975
2022-02-05 00:00:00,1045.7675
2022-02-06 00:00:00,611.14375
2022-02-07 00:00:00,583.704
2022-02-08 00:00:00,497.27125000000007
2022-02-09 00:00:00,913.3587500000001
2022-02-10 00:00:00,396.504
2022-02-11 00:00:00,336.57124999999996
2022-02-12 00:00:00,1437.1375
2022-02-13 00:00:00,1182.96
2022-02-14 00:00:00,330.50428571428574
2022-02-15 00:00:00,687.3685714285714
2022-02-16 00:00:00,1226.0
2022-02-17 00:00:00,844.3625000000001
2022-02-18 00:00:00,1111.8525
2022-02-19 00:00:00,227.335
2022-02-20 00:00:00,958.84375
2022-02-21 00:00:00,895.98375
2022-02-22 00:00:00,1377.55875
2022-02-23 00:00:00,898.3128571428572
2022-02-24 00:00:00,1239.2350000000001
2022-02-25 00:00:00,392.91999999999996
2022-02-26 00:00:00,581.92125
2022-02-27 00:00:00,991.2662500000001
2022-02-28 00:00:00,1525.66875
2022-03-01 00:00:00,2862.16
2022-03-02 00:00:00,1766.3742857142856
2022-03-03 00:00:00,3278.1887500000003
2022-03-04 00:00:00,1484.1366666666665
2022-03-05 00:00:00,1075.375
2022-03-06 00:00:00,903.2850000000001
2022-03-07 00:00:00,855.147142857143
2022-03-08 00:00:00,312.375
2022-03-09 00:00:00,604.565
2022-03-10 00:00:00,788.5400000000001
2022-03-11 00:00:00,998.6625
2022-03-12 00:00:00,2466.7014285714286
2022-03-13 00:00:00,777.6142857142856
2022-03-14 00:00:00,1193.0187500000002
2022-03-15 00:00:00,1607.2371428571428
2022-03-16 00:00:00,934.5271428571428
2022-03-17 00:00:00,394.79714285714283
2022-03-18 00:00:00,1444.4485714285713
2022-03-19 00:00:00,1053.06
2022-03-20 00:00:00,714.99
2022-03-21 00:00:00,119.58
2022-03-22 00:00:00,777.8174999999999
2022-03-23 00:00:00,308.33666666666664
2022-03-24 00:00:00,789.6525
2022-03-25 00:00:00,1582.82
2022-03-26 00:00:00,2059.726
2022-03-27 00:00:00,1251.082
2022-03-28 00:00:00,2240.86
2022-03-29 00:00:00,1619.06
2022-03-30 00:00:00,1057.1860000000001
2022-03-31 00:00:00,796.67
2022-04-01 00:00:00,1318.73
2022-04-02 00:00:00,4182.67
2022-04-03 00:00:00,3436.26
2022-04-04 00:00:00,1837.5766666666666
2022-04-05 00:00:00,2227.273333333333
2022-04-06 00:00:00,2629.476666666667
2022-04-07 00:00:00,1650.1899999999998
2022-04-08 00:00:00,1261.1566666666668
2022-04-09 00:00:00,507.57
2022-04-10 00:00:00,557.4633333333335
2022-04-11 00:00:00,1163.6733333333334
2022-04-12 00:00:00,912.9533333333334
2022-04-13 00:00:00,1479.2649999999999
2022-04-14 00:00:00,2611.3933333333334
2022-04-15 00:00:00,956.3675
2022-04-16 00:00:00,838.5133333333333
2022-04-17 00:00:00,2434.385
2022-04-18 00:00:00,2254.28
2022-04-19 00:00:00,1415.2533333333333
2022-04-20 00:00:00,2275.54
2022-04-21 00:00:00,1190.7533333333333
2022-04-22 00:00:00,562.09
2022-04-23 00:00:00,2739.5950000000003
2022-04-24 00:00:00,1746.255
2022-04-25 00:00:00,2841.7233333333334
2022-04-26 00:00:00,714.4300000000001
