day,cashback
2022-01-01 00:00:00,3578.0950000000003
2022-01-02 00:00:00,3764.563333333333
2022-01-03 00:00:00,5360.525000000001
2022-01-04 00:00:00,3786.9733333333334
2022-01-05 00:00:00,3329.67
2022-01-06 00:00:00,4909.895
2022-01-07 00:00:00,3325.3433333333337
2022-01-08 00:00:00,6016.99
2022-01-09 00:00:00,4571.09
2022-01-10 00:00:00,4880.969999999999
2022-01-11 00:00:00,3740.965
2022-01-12 00:00:00,3069.7000000000003
2022-01-13 00:00:00,5510.17
2022-01-14 00:00:00,8900.99
2022-01-15 00:00:00,9997.365
2022-01-16 00:00:00,7475.205
2022-01-17 00:00:00,3327.76
2022-01-18 00:00:00,3469.036666666667
2022-01-19 00:00:00,3181.0366666666664
2022-01-20 00:00:00,2086.196
2022-01-21 00:00:00,3390.126
2022-01-22 00:00:00,4202.324
2022-01-23 00:00:00,2681.46
2022-01-24 00:00:00,1391.202
2022-01-25 00:00:00,1923.3560000000002
2022-01-26 00:00:00,1471.328
2022-01-27 00:00:00,1371.49
2022-01-28 00:00:00,2475.9660000000003
2022-01-29 00:00:00,689.775
2022-01-30 00:00:00,592.3725000000001
2022-01-31 00:00:00,420.60499999999996
2022-02-01 00:00:00,2222.78
2022-02-02 00:00:00,2464.806666666667
2022-02-03 00:00:00,2377.465
2022-02-04 00:00:00,3611.628333333334
2022-02-05 00:00:00,4360.89
2022-02-06 00:00:00,3082.241666666667
2022-02-07 00:00:00,2212.4666666666667
2022-02-08 00:00:00,2115.6316666666667
2022-02-09 00:00:00,2213.943333333333
2022-02-10 00:00:00,2359.6566666666663
2022-02-11 00:00:00,3877.3650000000002
2022-02-12 00:00:00,4485.135000000001
2022-02-13 00:00:00,3082.1516666666666
2022-02-14 00:00:00,3876.7133333333336
2022-02-15 00:00:00,2180.3766666666666
2022-02-16 00:00:00,2281.5866666666666
2022-02-17 00:00:00,2228.4150000000004
2022-02-18 00:00:00,3676.9833333333336
2022-02-19 00:00:00,4685.181666666666
2022-02-20 00:00:00,6593.669999999999
2022-02-21 00:00:00,5500.956666666666
2022-02-22 00:00:00,12463.833333333334
2022-02-23 00:00:00,14665.556666666665
2022-02-24 00:00:00,4795.7300000000005
2022-02-25 00:00:00,5684.7266666666665
2022-02-26 00:00:00,7745.676666666666
2022-02-27 00:00:00,5637.02
2022-02-28 00:00:00,4067.53
2022-03-01 00:00:00,3245.7225
2022-03-02 00:00:00,2075.724
2022-03-03 00:00:00,2579.792
2022-03-04 00:00:00,3074.55
2022-03-05 00:00:00,6909.5960000000005
2022-03-06 00:00:00,4179.626
2022-03-07 00:00:00,1476.34
2022-03-08 00:00:00,1428.205
2022-03-09 00:00:00,1365.3000000000002
2022-03-10 00:00:00,1460.815
2022-03-11 00:00:00,1609.255
2022-03-12 00:00:00,2010.105
2022-03-13 00:00:00,1833.4450000000002
2022-03-14 00:00:00,1204.095
2022-03-15 00:00:00,3876.1633333333334
2022-03-16 00:00:00,6936.759999999999
2022-03-17 00:00:00,4372.836666666666
2022-03-18 00:00:00,4166.38
2022-03-19 00:00:00,4036.593333333333
2022-03-20 00:00:00,3078.0575
2022-03-21 00:00:00,3765.4933333333333
2022-03-22 00:00:00,3207.2124999999996
2022-03-23 00:00:00,2987.1275
2022-03-24 00:00:00,3126.2125
2022-03-25 00:00:00,4849.005
2022-03-26 00:00:00,5672.745
2022-03-27 00:00:00,4825.3825
2022-03-28 00:00:00,3463.3525
2022-03-29 00:00:00,3121.215
2022-03-30 00:00:00,3927.5649999999996
2022-03-31 00:00:00,5590.1875
2022-04-01 00:00:00,7504.293333333334
2022-04-02 00:00:00,6523.630000000001
2022-04-03 00:00:00,5597.547500000001
2022-04-04 00:00:00,4811.780000000001
2022-04-05 00:00:00,6468.035
2022-04-06 00:00:00,6835.54
2022-04-07 00:00:00,5489.9925
2022-04-08 00:00:00,7565.505
2022-04-09 00:00:00,7597.302499999999
2022-04-10 00:00:00,6443.72
2022-04-11 00:00:00,6168.535
2022-04-12 00:00:00,5776.9175
2022-04-13 00:00:00,6074.15
2022-04-14 00:00:00,6726.405000000001
2022-04-15 00:00:00,6900.477500000001
2022-04-16 00:00:00,6319.1275000000005
2022-04-17 00:00:00,7038.6449999999995
2022-04-18 00:00:00,6153.474999999999
2022-04-19 00:00:00,6014.565
2022-04-20 00:00:00,6274.115000000001
2022-04-21 00:00:00,5745.51
2022-04-22 00:00:00,6730.584999999999
2022-04-23 00:00:00,3998.584
2022-04-24 00:00:00,3309.596
2022-04-25 00:00:00,3788.785999999999
2022-04-26 00:00:00,2970.2057142857147
2022-04-27 00:00:00,3714.71
2022-04-28 00:00:00,3218.0471428571436
2022-04-29 00:00:00,3754.6557142857137
2022-04-30 00:00:00,3766.3314285714287
2022-05-01 00:00:00,3166.398
2022-05-02 00:00:00,2667.818
2022-05-03 00:00:00,2548.546
2022-05-04 00:00:00,2674.806
2022-05-05 00:00:00,3069.48
2022-05-06 00:00:00,3831.3640000000005
2022-05-07 00:00:00,3389.7760000000003
2022-05-08 00:00:00,2516.9979999999996
2022-05-09 00:00:00,2728.1259999999997
2022-05-10 00:00:00,3244.1699999999996
2022-05-11 00:00:00,3610.1100000000006
2022-05-12 00:00:00,4865.682000000001
2022-05-13 00:00:00,4663.72
2022-05-14 00:00:00,5172.523999999999
2022-05-15 00:00:00,4765.323999999999
2022-05-16 00:00:00,333.33750000000003
2022-05-17 00:00:00,274.63800000000003
2022-05-18 00:00:00,333.58750000000003
2022-05-19 00:00:00,387.58500000000004
2022-05-20 00:00:00,263.42
2022-05-21 00:00:00,71.225
2022-05-22 00:00:00,143.515
2022-05-23 00:00:00,66.46000000000001
2022-05-24 00:00:00,192.755
2022-05-25 00:00:00,270.3
2022-05-26 00:00:00,276.435
2022-05-27 00:00:00,575.74
2022-05-28 00:00:00,287.6
2022-05-29 00:00:00,242.61
2022-05-30 00:00:00,90.5
2022-05-31 00:00:00,71.775
2022-06-01 00:00:00,1310.945
2022-06-02 00:00:00,1280.4875
2022-06-03 00:00:00,1649.9050000000002
2022-06-04 00:00:00,1388.57
2022-06-05 00:00:00,1434.575
2022-06-06 00:00:00,1306.352
2022-06-07 00:00:00,1446.1325000000002
2022-06-08 00:00:00,1711.5
2022-06-09 00:00:00,1788.9575
2022-06-10 00:00:00,1537.8980000000001
2022-06-11 00:00:00,1654.2274999999997
2022-06-12 00:00:00,1243.618
2022-06-13 00:00:00,1679.275
2022-06-14 00:00:00,1947.455
2022-06-15 00:00:00,1942.1125
2022-06-16 00:00:00,1941.85
2022-06-17 00:00:00,2056.945
2022-06-18 00:00:00,1519.0974999999999
2022-06-19 00:00:00,1744.6750000000002
2022-06-20 00:00:00,1267.335
2022-06-21 00:00:00,1450.1566666666668
2022-06-22 00:00:00,1231.9985714285715
2022-06-23 00:00:00,1517.7833333333335
2022-06-24 00:00:00,1697.3433333333332
2022-06-25 00:00:00,1177.2433333333336
2022-06-26 00:00:00,1417.1033333333332
2022-06-27 00:00:00,1546.505
2022-06-28 00:00:00,1453.2583333333332
2022-06-29 00:00:00,1514.8100000000002
2022-06-30 00:00:00,1572.6233333333332
2022-07-01 00:00:00,2075.045
2022-07-02 00:00:00,1839.3225
2022-07-03 00:00:00,1521.7575000000002
2022-07-04 00:00:00,2182.255
2022-07-05 00:00:00,1986.0949999999998
2022-07-06 00:00:00,2213.1150000000002
2022-07-07 00:00:00,2424.68
2022-07-08 00:00:00,2016.5185714285715
2022-07-09 00:00:00,1870.7900000000002
2022-07-10 00:00:00,1764.2685714285715
2022-07-11 00:00:00,1822.2042857142856
2022-07-12 00:00:00,2001.7371428571428
2022-07-13 00:00:00,1825.4914285714283
2022-07-14 00:00:00,2051.4514285714286
2022-07-15 00:00:00,2026.4842857142855
2022-07-16 00:00:00,1879.8785714285711
2022-07-17 00:00:00,1950.5314285714287
2022-07-18 00:00:00,2082.078571428571
2022-07-19 00:00:00,1859.742857142857
2022-07-20 00:00:00,2372.0199999999995
2022-07-21 00:00:00,2691.21
2022-07-22 00:00:00,2461.1879999999996
2022-07-23 00:00:00,2103.186
2022-07-24 00:00:00,2282.2380000000003
2022-07-25 00:00:00,1817.9157142857146
2022-07-26 00:00:00,2525.662
2022-07-27 00:00:00,2432.6659999999997
2022-07-28 00:00:00,2490.218
2022-07-29 00:00:00,2261.038
2022-07-30 00:00:00,2245.724
2022-07-31 00:00:00,2109.1220000000003
2022-08-01 00:00:00,1315.088
2022-08-02 00:00:00,22177.717142857146
2022-08-03 00:00:00,1772.378
2022-08-04 00:00:00,1617.804
2022-08-05 00:00:00,1317.7900000000002
2022-08-06 00:00:00,19312.865
2022-08-07 00:00:00,1648.7940000000003
2022-08-08 00:00:00,1460.7114285714288
2022-08-09 00:00:00,1654.9575
2022-08-10 00:00:00,1403.6750000000002
2022-08-11 00:00:00,1356.14
2022-08-12 00:00:00,1360.1380000000001
2022-08-13 00:00:00,993.4639999999999
2022-08-14 00:00:00,1235.898
2022-08-15 00:00:00,1427.71
2022-08-16 00:00:00,1452.2780000000002
2022-08-17 00:00:00,1272.248
2022-08-18 00:00:00,1553.8619999999999
2022-08-19 00:00:00,1575.916
2022-08-20 00:00:00,1275.7239999999997
2022-08-21 00:00:00,1659.3400000000001
2022-08-22 00:00:00,1576.1960000000001
2022-08-23 00:00:00,1496.902
2022-08-24 00:00:00,1506.2400000000002
2022-08-25 00:00:00,1418.4419999999998
2022-08-26 00:00:00,1447.616
2022-08-27 00:00:00,1241.604
2022-08-28 00:00:00,1111.486
2022-08-29 00:00:00,1280.746
2022-08-30 00:00:00,1196.75
2022-08-31 00:00:00,1300.3419999999999
